MCEDITOR thread starting
16,0
16,1
17,1
17,0
18,0
19,0
19,1
18,1
18,2
19,2
19,3
18,3
17,3
17,2
16,2
16,3
16,4
17,4
17,5
16,5
16,6
16,7
17,7
17,6
18,6
18,7
19,7
19,6
19,5
18,5
18,4
19,4
20,4
21,4
21,5
20,5
20,6
20,7
21,7
21,6
22,6
22,7
23,7
23,6
23,5
22,5
22,4
23,4
23,3
23,2
22,2
22,3
21,3
20,3
20,2
21,2
21,1
20,1
20,0
21,0
22,0
22,1
23,1
23,0
24,0
25,0
25,1
24,1
24,2
24,3
25,3
25,2
26,2
26,3
27,3
27,2
27,1
26,1
26,0
27,0
28,0
28,1
29,1
29,0
30,0
31,0
31,1
30,1
30,2
31,2
31,3
30,3
29,3
29,2
28,2
28,3
28,4
28,5
29,5
29,4
30,4
31,4
31,5
30,5
30,6
31,6
31,7
30,7
29,7
29,6
28,6
28,7
27,7
26,7
26,6
27,6
27,5
27,4
26,4
26,5
25,5
25,4
24,4
24,5
24,6
25,6
25,7
24,7
24,8
25,8
25,9
24,9
24,10
24,11
25,11
25,10
26,10
26,11
27,11
27,10
27,9
26,9
26,8
27,8
28,8
28,9
29,9
29,8
30,8
31,8
31,9
30,9
30,10
31,10
31,11
30,11
29,11
29,10
28,10
28,11
28,12
28,13
29,13
29,12
30,12
31,12
31,13
30,13
30,14
31,14
31,15
30,15
29,15
29,14
28,14
28,15
27,15
26,15
26,14
27,14
27,13
27,12
26,12
26,13
25,13
25,12
24,12
24,13
24,14
25,14
25,15
24,15
23,15
23,14
22,14
22,15
21,15
20,15
20,14
21,14
21,13
20,13
20,12
21,12
22,12
22,13
23,13
23,12
23,11
22,11
22,10
23,10
23,9
23,8
22,8
22,9
21,9
21,8
20,8
20,9
20,10
21,10
21,11
20,11
19,11
18,11
18,10
19,10
19,9
19,8
18,8
18,9
17,9
17,8
16,8
16,9
16,10
17,10
17,11
16,11
16,12
16,13
17,13
17,12
18,12
19,12
19,13
18,13
18,14
19,14
19,15
18,15
17,15
17,14
16,14
16,15
16,16
16,17
17,17
17,16
18,16
19,16
19,17
18,17
18,18
19,18
19,19
18,19
17,19
17,18
16,18
16,19
16,20
17,20
17,21
16,21
16,22
16,23
17,23
17,22
18,22
18,23
19,23
19,22
19,21
18,21
18,20
19,20
20,20
21,20
21,21
20,21
20,22
20,23
21,23
21,22
22,22
22,23
23,23
23,22
23,21
22,21
22,20
23,20
23,19
23,18
22,18
22,19
21,19
20,19
20,18
21,18
21,17
20,17
20,16
21,16
22,16
22,17
23,17
23,16
24,16
25,16
25,17
24,17
24,18
24,19
25,19
25,18
26,18
26,19
27,19
27,18
27,17
26,17
26,16
27,16
28,16
28,17
29,17
29,16
30,16
31,16
31,17
30,17
30,18
31,18
31,19
30,19
29,19
29,18
28,18
28,19
28,20
28,21
29,21
29,20
30,20
31,20
31,21
30,21
30,22
31,22
31,23
30,23
29,23
29,22
28,22
28,23
27,23
26,23
26,22
27,22
27,21
27,20
26,20
26,21
25,21
25,20
24,20
24,21
24,22
25,22
25,23
24,23
24,24
25,24
25,25
24,25
24,26
24,27
25,27
25,26
26,26
26,27
27,27
27,26
27,25
26,25
26,24
27,24
28,24
28,25
29,25
29,24
30,24
31,24
31,25
30,25
30,26
31,26
31,27
30,27
29,27
29,26
28,26
28,27
28,28
28,29
29,29
29,28
30,28
31,28
31,29
30,29
30,30
31,30
31,31
30,31
29,31
29,30
28,30
28,31
27,31
26,31
26,30
27,30
27,29
27,28
26,28
26,29
25,29
25,28
24,28
24,29
24,30
25,30
25,31
24,31
23,31
23,30
22,30
22,31
21,31
20,31
20,30
21,30
21,29
20,29
20,28
21,28
22,28
22,29
23,29
23,28
23,27
22,27
22,26
23,26
23,25
23,24
22,24
22,25
21,25
21,24
20,24
20,25
20,26
21,26
21,27
20,27
19,27
18,27
18,26
19,26
19,25
19,24
18,24
18,25
17,25
17,24
16,24
16,25
16,26
17,26
17,27
16,27
16,28
16,29
17,29
17,28
18,28
19,28
19,29
18,29
18,30
19,30
19,31
18,31
17,31
17,30
16,30
16,31
15,31
15,30
14,30
14,31
13,31
12,31
12,30
13,30
13,29
12,29
12,28
13,28
14,28
14,29
15,29
15,28
15,27
14,27
14,26
15,26
15,25
15,24
14,24
14,25
13,25
13,24
12,24
12,25
12,26
13,26
13,27
12,27
11,27
10,27
10,26
11,26
11,25
11,24
10,24
10,25
9,25
9,24
8,24
8,25
8,26
9,26
9,27
8,27
8,28
8,29
9,29
9,28
10,28
11,28
11,29
10,29
10,30
11,30
11,31
10,31
9,31
9,30
8,30
8,31
7,31
6,31
6,30
7,30
7,29
7,28
6,28
6,29
5,29
5,28
4,28
4,29
4,30
5,30
5,31
4,31
3,31
3,30
2,30
2,31
1,31
0,31
0,30
1,30
1,29
0,29
0,28
1,28
2,28
2,29
3,29
3,28
3,27
3,26
2,26
2,27
1,27
0,27
0,26
1,26
1,25
0,25
0,24
1,24
2,24
2,25
3,25
3,24
4,24
5,24
5,25
4,25
4,26
4,27
5,27
5,26
6,26
6,27
7,27
7,26
7,25
6,25
6,24
7,24
7,23
6,23
6,22
7,22
7,21
7,20
6,20
6,21
5,21
5,20
4,20
4,21
4,22
5,22
5,23
4,23
3,23
3,22
2,22
2,23
1,23
0,23
0,22
1,22
1,21
0,21
0,20
1,20
2,20
2,21
3,21
3,20
3,19
3,18
2,18
2,19
1,19
0,19
0,18
1,18
1,17
0,17
0,16
1,16
2,16
2,17
3,17
3,16
4,16
5,16
5,17
4,17
4,18
4,19
5,19
5,18
6,18
6,19
7,19
7,18
7,17
6,17
6,16
7,16
8,16
8,17
9,17
9,16
10,16
11,16
11,17
10,17
10,18
11,18
11,19
10,19
9,19
9,18
8,18
8,19
8,20
9,20
9,21
8,21
8,22
8,23
9,23
9,22
10,22
10,23
11,23
11,22
